rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
98,10272,"StarCraft 64","Nintendo 64",2,565,565,565,76,0,"Real-Time Strategy","Blizzard Entertainment","Blizzard Entertainment","2000-06-12"
99,29579,"~Hack~ SM64: Decades Later","Nintendo 64",2,563,563,563,99,0,"3D Platforming","Hacker - BroDute, aglab2","Hack - Super Mario 64","2024-03-29"
100,10137,"A Bug's Life","Nintendo 64",2,562,562,562,84,0,"3D Platforming","Traveller's Tales","Activision","1999-04-30"
101,10489,"Namco Museum 64","Nintendo 64",2,556,556,556,64,0,"Compilation, Arcade","Mass Media","Namco","1999-11-29"
102,10394,"Ms. Pac-Man Maze Madness","Nintendo 64",2,555,555,555,40,0,"Collect-a-thon, Maze Chase","Mass Media","Namco","2000-11-12"
103,12767,"~Hack~ Super Mario 64: Ocarina of Time","Nintendo 64",2,554,554,554,39,0,"3D Platforming, Collect-a-thon","Hacker - Kaze Emanuar","Hack - Super Mario 64","2018-03-26"
104,10452,"Bio F.R.E.A.K.S.","Nintendo 64",2,544,544,544,47,0,"3D Fighting","Midway","Midway","1998-05-19"
105,17700,"~Hack~ Mario Party 64","Nintendo 64",2,515,515,515,20,0,"3D Platforming","MrComit","Hack - Super Mario 64","2020-02-16"
106,10683,"Hybrid Heaven","Nintendo 64",2,512,512,512,99,0,"Action RPG","Konami","Konami","1999-09-01"
107,12732,"~Hack~ Super Mario 64: Sapphire","Nintendo 64",2,502,502,502,13,0,"3D Platforming","Nebula","Hack - Super Mario 64","2017-12-10"
108,10646,"Scooby-Doo! Classic Creep Capers","Nintendo 64",2,498,498,498,20,0,"Adventure","TerraGlyph Interactive Studios","THQ","2000-11-30"
109,13831,"~Hack~ Super Mario Bros. 64","Nintendo 64",2,475,475,475,40,0,"3D Platforming","Hacker - Kaze Emanuar","Hack - Super Mario 64","2018-12-21"
110,10172,"Tetrisphere","Nintendo 64",2,455,455,455,39,0,"","H2O Interactive","Nintendo","1997-08-11"
111,33246,"~Hack~ BAZR","Nintendo 64",2,454,454,454,61,0,"3D Platforming, Roguelike","anonymous_moose, furyiousfight, spk","Hack - Super Mario 64","2025-02-11"
112,22000,"~Hack~ Chao Bandstand","Nintendo 64",2,447,447,447,15,0,"3D Platforming","Gamebun","","2021-08-05"
113,23761,"~Hack~ The Legend of Zelda: The Sealed Palace","Nintendo 64",2,442,442,442,100,0,"Action-Adventure","Jinnosuke, Shoopey, Col0Korn","Hack - The Legend of Zelda: Ocarina of Time","2023-03-23"
114,10614,"Shadowgate 64: Trials of the Four Towers","Nintendo 64",2,442,442,442,42,0,"Adventure","Infinite Ventures","Kemco","1999-06-09"
115,10392,"South Park Rally","Nintendo 64",2,434,434,434,61,0,"Kart Racing","Tantalus Interactive","Acclaim","2000-03-01"
116,10121,"Duke Nukem 64","Nintendo 64",2,430,430,430,132,0,"First-Person Shooter","Apogee Software | 3D Realms, Eurocom","Atari","1997-11-14"
117,17367,"~Hack~ Roblox 64","Nintendo 64",2,422,422,422,7,0,"3D Platforming","SwiftySky","Hack - Super Mario 64","2018-08-22"
118,25613,"~Hack~ SM64: Beyond the Cursed Mirror","Nintendo 64",2,422,422,422,78,0,"","rovertronic","","2023-05-05"
